path,create_time,contributors,pull_request,star
https://github.com/wagtail/wagtail,2014/2/3 0:00,474,4003,10791
https://github.com/sequelize/sequelize,2010/7/22 0:00,910,3993,24524
https://github.com/dask/dask,2015/1/4 0:00,437,3967,8529
https://github.com/mruby/mruby,2012/4/19 0:00,267,3910,4799
https://github.com/eclipse/deeplearning4j,2013/11/27 0:00,52,3876,12097
https://github.com/nteract/nteract,2015/6/15 0:00,160,3868,5569
https://github.com/ziglang/zig,2015/8/6 0:00,360,3851,9655
https://github.com/highcharts/highcharts,2010/6/11 0:00,132,3797,10112
https://github.com/micropython/micropython,2013/12/20 0:00,369,3794,12717
https://github.com/gitextensions/gitextensions,2008/12/6 0:00,345,3769,5704
https://github.com/apple/foundationdb,2017/12/14 0:00,155,3757,10563
https://github.com/reactos/reactos,2017/10/3 0:00,188,3757,9536
https://github.com/django-cms/django-cms,2009/3/5 0:00,435,3741,8244
https://github.com/monicahq/monica,2017/2/17 0:00,227,3735,13058
https://github.com/kubernetes/dashboard,2015/10/15 0:00,273,3726,9843
https://github.com/botpress/botpress,2016/11/16 0:00,148,3720,9270
https://github.com/Kong/kong,2014/11/17 0:00,218,3698,29556
https://github.com/abpframework/abp,2016/12/3 0:00,196,3688,6347
https://github.com/facebook/create-react-app,2016/7/17 0:00,878,3673,88826
https://github.com/FriendsOfPHP/PHP-CS-Fixer,2012/5/16 0:00,252,3658,10261
https://github.com/withspectrum/spectrum,2016/6/29 0:00,94,3651,9949
https://github.com/ccxt/ccxt,2017/5/14 0:00,483,3640,20200
https://github.com/kubernetes/ingress-nginx,2016/11/4 0:00,665,3637,10533
https://github.com/traefik/traefik,2015/9/13 0:00,620,3634,34229
https://github.com/darkreader/darkreader,2014/11/15 0:00,729,3620,10421
https://github.com/ReactiveX/RxJava,2013/1/8 0:00,277,3599,44839
https://github.com/nestjs/nest,2017/2/4 0:00,231,3576,38266
https://github.com/pachyderm/pachyderm,2014/9/4 0:00,134,3570,5122
https://github.com/apple/swift-package-manager,2015/10/23 0:00,301,3566,8375
https://github.com/diaspora/diaspora,2010/9/15 0:00,368,3558,12760
https://github.com/vuetifyjs/vuetify,2016/9/12 0:00,667,3542,31356
https://github.com/conan-io/conan,2015/12/1 0:00,245,3535,5046
https://github.com/commaai/openpilot,2016/11/24 0:00,199,3530,25934
https://github.com/simple-icons/simple-icons,2012/11/16 0:00,346,3514,11052
https://github.com/appium/appium,2013/1/9 0:00,309,3483,13842
https://github.com/citra-emu/citra,2014/5/16 0:00,215,3483,6612
https://github.com/bootstrap-vue/bootstrap-vue,2016/10/8 0:00,318,3471,13268
https://github.com/GoogleContainerTools/skaffold,2018/1/23 0:00,274,3468,11476
https://github.com/hashicorp/vagrant,2010/1/21 0:00,955,3465,22201
https://github.com/parse-community/parse-server,2016/1/28 0:00,294,3459,18748
https://github.com/aspnet/Mvc,2013/12/12 0:00,149,3459,5733
https://github.com/arendst/Tasmota,2017/1/28 0:00,215,3455,15444
https://github.com/QuantConnect/Lean,2014/11/28 0:00,143,3455,5154
https://github.com/ReactiveX/rxjs,2015/3/15 0:00,476,3453,25110
https://github.com/RasaHQ/rasa,2016/10/14 0:00,426,3443,11649
https://github.com/visgl/deck.gl,2015/12/15 0:00,153,3443,8791
https://github.com/getredash/redash,2013/10/28 0:00,354,3424,19067
https://github.com/spring-projects/spring-framework,2010/12/8 0:00,540,3387,43433
https://github.com/linkerd/linkerd2,2017/12/4 0:00,195,3383,7196
https://github.com/activeadmin/activeadmin,2010/4/15 0:00,666,3381,9026
https://github.com/pulumi/pulumi,2016/10/31 0:00,112,3377,9216
https://github.com/jerryscript-project/jerryscript,2015/4/3 0:00,99,3371,5907
https://github.com/aio-libs/aiohttp,2013/10/1 0:00,554,3365,11382
https://github.com/erlang/otp,2009/11/16 0:00,615,3351,9263
https://github.com/obsproject/obs-studio,2013/10/1 0:00,436,3349,29751
https://github.com/cypress-io/cypress,2015/3/4 0:00,278,3347,31984
https://github.com/quasarframework/quasar,2015/10/5 0:00,445,3279,18914
https://github.com/apollographql/apollo-server,2016/4/21 0:00,422,3264,11615
https://github.com/github/linguist,2011/5/9 0:00,877,3256,8887
https://github.com/marmelab/react-admin,2016/7/13 0:00,429,3248,17226
https://github.com/numba/numba,2012/3/8 0:00,236,3230,6637
https://github.com/invoiceninja/invoiceninja,2013/11/26 0:00,141,3222,5954
https://github.com/gohugoio/hugo,2013/7/4 0:00,708,3209,52753
https://github.com/syncthing/syncthing,2013/11/26 0:00,251,3206,39110
https://github.com/square/okhttp,2012/7/23 0:00,236,3204,40315
https://github.com/composer/composer,2011/6/8 0:00,897,3203,25349
https://github.com/libgdx/libgdx,2012/8/10 0:00,508,3203,18611
https://github.com/statsmodels/statsmodels,2011/6/12 0:00,271,3203,6424
https://github.com/kivy/kivy,2010/11/3 0:00,433,3176,13218
https://github.com/facebook/docusaurus,2017/6/20 0:00,631,3157,24912
https://github.com/netlify/netlify-cms,2015/1/20 0:00,439,3145,14152
https://github.com/chartjs/Chart.js,2013/3/17 0:00,367,3125,54135
https://github.com/NativeScript/NativeScript,2015/3/1 0:00,204,3123,20257
https://github.com/kaldi-asr/kaldi,2015/4/20 0:00,372,3117,10583
https://github.com/doctrine/orm,2010/4/6 0:00,637,3103,8641
https://github.com/argoproj/argo-cd,2018/2/9 0:00,455,3103,6377
https://github.com/WebAssembly/binaryen,2015/10/29 0:00,108,3095,4946
https://github.com/realm/realm-java,2012/4/20 0:00,98,3084,11149
https://github.com/google/blockly,2013/10/25 0:00,147,3079,9232
https://github.com/openframeworks/openFrameworks,2009/10/21 0:00,294,3065,8422
https://github.com/angular/material,2014/7/1 0:00,391,3062,16714
https://github.com/operator-framework/operator-sdk,2018/2/7 0:00,247,3061,4821
https://github.com/iterative/dvc,2017/3/4 0:00,216,3046,8224
https://github.com/freqtrade/freqtrade,2017/5/17 0:00,149,3039,9470
https://github.com/Leaflet/Leaflet,2010/9/22 0:00,668,3026,31019
https://github.com/spyder-ide/spyder,2015/2/16 0:00,176,3026,6395
https://github.com/ornicar/lila,2012/2/21 0:00,240,3022,9665
https://github.com/codesandbox/codesandbox-client,2016/12/27 0:00,274,2993,10684
https://github.com/dmlc/xgboost,2014/2/6 0:00,501,2992,21243
https://github.com/webdriverio/webdriverio,2011/8/30 0:00,361,2973,6808
https://github.com/uber/cadence,2017/2/21 0:00,95,2969,5052
https://github.com/facebook/hhvm,2010/1/2 0:00,699,2953,16998
https://github.com/rubygems/bundler,2010/1/26 0:00,676,2946,4839
https://github.com/Unity-Technologies/ml-agents,2017/9/8 0:00,129,2940,11308
https://github.com/nrwl/nx,2017/8/11 0:00,281,2936,7672
https://github.com/coredns/coredns,2016/3/18 0:00,263,2925,7836
https://github.com/qbittorrent/qBittorrent,2012/2/4 0:00,214,2923,12388
https://github.com/discordjs/discord.js,2015/8/10 0:00,314,2919,12814
https://github.com/swaywm/sway,2015/8/5 0:00,380,2918,9062
